name,price_aed
LOMIDEX 2MG CAP 10'S                              ,9.5
LOPROST EYE DROPS 2.5ML (LATANOPROST)             ,33
LORADAD 10MG TAB 10'S                             ,10
LORADAD 10MG TAB 20'S                             ,20.5
LORADAY 10MG TAB 10'S                             ,8
"LORADAY 10MG TAB 30""S                             ",20
LORAHIST 10MG TAB 10'S                            ,14.5
LORAL 8MG TAB 20'S                                ,14.5
LORALIFE 10MG TAB 20'S                            ,26
LORAPLUS 5MG TAB 30'S                             ,30.5
LORATIN 10MG TAB 20'S                             ,23
LORINASE SYRUP 5/60MG 100ML                       ,23
LORINE 10MG TAB 20'S                              ,13
LORINE 10MG TAB 30'S                              ,20
LORINE FM TAB 10'S                                ,14.5
LORINE SYRUP 5MG/5ML 100ML                        ,20.5
LORIUS 5MG TAB 10'S                               ,6.5
LOSARGEN-HT 50/12.5MG TAB 30'S                    ,37.5
LOTEMAX DROPS 5ML                                 ,50
LOTEMAX EYE GEL 5GM                               ,64.5
LOTEVAN 10MG/160MG TAB 30'S                       ,91.5
LOVIR 800MG TAB 50'S                              ,204.5
LOWRAC 5MG CAP 28S (AMLODIPINE)                   ,26
LOWVASC 5MG CAP 28'S (AMLODIPINE)                 ,33
"LUBRIMAX TEARS E/D 20""S                           ",53.5
LUCOVITAL ANT-LICE CREAM LOTION 75ML              ,79
LUCOVITAL LICE PROTECT SPRAY 100ML                ,79
LUKAST 10MG TAB OF 30'S                           ,62.5
LUKAST 10MG TAB OF 30'S                           ,62.5
"LUKAST 5MG TAB OF 30""S                            ",58.5
LULIZOL 1% CREAM 30GM TUB                         ,51
LUMI AC ADVANCE FOAM FACE WASH 100ML              ,85
LUMIGAN EYE DROPS 0.1 MG/ML 3ML                   ,88.5
M2-TONE TAB 60S                                   ,30
MACC NASAL SPRAY 50ML                             ,138
MACROMAX 250MG TAB 6'S                            ,32.5
MACROMAX 500MG TAB 3'S                            ,32.5
MACROMAX 500MG TAB 6'S                            ,72
MACROMAX SUSP 40MG 15ML                           ,12
MACROSTIP ORAL SOL 250ML                          ,75
MACROSWIFT 13.72GM SACHETS 20'S                   ,59.5
MAG 6 56 TABS                                     ,60
MAGNACEF 200MG CAP 8'S                            ,40
MAGNACEF 400MG CAP 6'S                            ,50
MAGNACEF SUSPENSION 100MG/5ML 30ML                ,15
MAGNACEF SUSPENSION 100MG/5ML 60ML                ,27
MAGNECORE MG+B6 POWDER 100GM                      ,103.95
"MAGNEDOSE 300MG TAB 30""S                          ",42.86
MAGNETREX TABLET 30S                              ,87.5
MAGNEZA CHEWABLE TAB 30'S                         ,112
MAGNOX ANTI LEG CRAMPS CAP 30'S                   ,55
MAGNOX OSTEO CAP 60'S                             ,99
MAGNOX VITAL CAP 30'S                             ,60
MAX R-X CAP 60'S                                  ,295
MAXICAL 600MG TAB 30'S (BATTERJEE)                ,35
MAXICLEAR TAB 30'S                                ,22
MAXIGESIC TAB 16'S                                ,15
MAXIGESIC TAB 32'S                                ,25.5
MAXIMA E-SOFT 400 VITAMIN E CAP 30'S              ,0
MAXIPRA 25MG TAB 60'S (TOPIRAMATE)                ,37.5
MAXIPRA 50MG TAB 60'S (TOPIRAMATE)                ,77
MAXITROL EYE DROPS 5ML                            ,16.5
MAXITROL EYE OINTMENT 3.5GM                       ,10.5
MAYOXIB 60MG TAB 30'S (ETORICOXIB)                ,108
MAYOXIB 90MG TAB 30'S (ETORICOXIB)                ,108
MEBO OINTMENT 15GM                                ,35.5
MEBO OINTMENT 30GM                                ,66
MEBO OINTMENT 50GM                                ,79.5
MEBO OINTMENT 75GM                                ,109
MEBO SCAR OINTMENT 50GM                           ,128
MEDACOMB CREAM 30GM                               ,18.5
MEDAFEN 100MG SUSPENSION 100ML (IBUPROFEN)        ,11.5
MEDIREFLUX STICK PACKS10.8GM EACH ICE LEMON FLV20S,102.5
MEDYSTATIN 10MG TAB 30S (ROSUVASTATIN)            ,51.5
"MEDYSTATIN 20MG TAB 30""S(ROSUVASTATIN)            ",84.5
MEFEX 500MG TAB 20'S                              ,10
MEGA 3 SOFT GEL 30'S                              ,57
MEGAMOX 228MG/5ML SUSP                            ,17
MEGAMOX 457MG/5ML SUSPENSION 70ML                 ,30
MEGAMOX 625MG TAB 20'S                            ,60
MEGAPOWER SX CAP 30'S                             ,100
MEGATONE PLUS MV TAB 30'S                         ,55
MEIACT 200MG TAB 20'S                             ,90
MELAGYN GEL 200ML                                 ,58
MELIX 5MG TAB 100'S                               ,53.5
MESPORIN 1000MG IM INJECTION                      ,41.5
MESPORIN 2000MG IV INJECTION                      ,68
MESPORIN 500MG IM INJECTION                       ,25
METAZ OINTMENT 0.1% 30GM                          ,20
METHYCOBAL 500MG TAB 30'S                         ,32.5
METROLAG 250MG TAB 20'S                           ,10.5
METROLAG 500MG TAB 24'S                           ,19.5
METROLAG INFUSION 500MG 100ML                     ,24
METROLAG SUSP 25MG/ML 100ML                       ,13.5
METSWIFT XR 1000MG TAB 56'S                       ,28.5
METSWIFT XR 500MG TAB 56'S                        ,18.5
METSWIFT XR 750MG TAB 56'S                        ,23
"MEVA 135MG TAB 30""S                               ",16
MEZIBE 10MG TAB 28'S                              ,55.5
MICARDIS 40MG TAB 28'S                            ,97
MICARDIS 80MG TAB 28'S                            ,142
MICARDIS PLUS 80MG/12.5MG TAB 28'S                ,125
MICARDIS PLUS 80MG/25MG TAB 28'S                  ,109.5
MICASTAN 40MG TAB 28'S                            ,38.5
MIDERIZONE 150MG TAB 30'S                         ,44
MIGRANERTON CAP 20'S                              ,32.5
MIGRANERTON CAP 20'S                              ,32.5
MINISEC 20MG CAP 14'S                             ,52
MINOCET 125MG/5ML SUSPENSION 40ML                 ,25.5
MINOCET 125MG/5ML SUSPENSION 80ML                 ,51
MINOIL COCO LOTION 100GM                          ,42
MITHRA CAL D3 500MG TAB 60'S                      ,65
"MIXIF 400MG CAP 5""S                               ",49.5
MIXIF SUSPENSION 60ML                             ,37.5
MOBIC 15MG TAB 30'S                               ,68
MOBIC 7.5MG TAB 10'S                              ,18
MOCTAN 150MG TAB 1'S (FLUCONAZOLE)                ,26
MOMATE 50MCG NASAL SPRAY                          ,26
MOMETIX AQ 50MCG NASAL SPRAY                      ,39
MONTAS 10MG TAB 28'S                              ,73
MONTAS 4MG TAB 28'S                               ,73
MONTAS 5MG TAB 28'S                               ,73
MONTIKAR 4MG TAB 30'S                             ,121.5
MONTILAG 10MG TAB 30'S (MONTELUKAST)              ,131.5
MONTILAG 4MG CHEW TAB 30'S (MONTELUKAST)          ,123
MONTILAG 5MG CHEW TAB 30'S (MONTELUKAST)          ,132
"MORINGA TABLET 100""S                              ",0
"MORINGA TABLET 120""S                              ",0
MOTILONE TABLET 20'S                              ,4.5
MOTRINEX 10MG TAB 30'S                            ,78.5
MOVEN 15MG CAP 10'S                               ,14
MOVEN 15MG CAP 30'S                               ,41
MOVEN 7.5MG CAP 10'S                              ,9.5
MOVEN 7.5MG CAP 30'S                              ,21
MOVICOL PEADIATRIC PLAIN SACHETS 30'S             ,90
MOVICOL SACHETS 13.8GM 20'S                       ,75
MOXICAN 400MG TAB 7'S                             ,50
MOXIQUIN 400MG TAB 7'S                            ,50
MOXIVE 400MG TAB 5'S                              ,34.5
MOXIVE 400MG TAB 7'S                              ,50
MOXIWAR 400MG TAB 7'S                             ,48
MUCINEX EXPECTORANT TAB 20'S                      ,43.5
MUCOPAIN 10% GEL 15GM                             ,20
MULTICON CAP 30'S                                 ,60
MULTIVITAMINS+CALCIUM LOLLIPOPS 50'S              ,0
MURINE DRY EYES E/D 10ML                          ,48.5
MUXAVA 400MG TAB 5'S                              ,34.5
MYCOHEAL CREAM 30GM                               ,13.5
MYCOHEAL SUPP 200MG 7'S                           ,18
MYCOHEAL SUPP 400MG 3'S                           ,13.5
MYCOHEAL VAGINAL CREAM 50GM                       ,20
MYCORIL 500MG 1TAB                                ,25
MYDOCALM 150MG TAB 30'S                           ,73
MYONAL 50MG TAB 100'S                             ,92
MYONAL 50MG TAB 30'S                              ,36.5
MYRIBASE CREAM 125GM                              ,54
MYRIBASE CREAM 350GM                              ,84
MYRIBASE CREAM 500GM (PUMP)                       ,120
MYRIBASE CREAM 50GM                               ,35
"N""RGY+ CAP 30S                                    ",45
NAABAK 4.9% EYE DROPS 10ML                        ,34
NAPHCON-A EYE DROPS 15ML                          ,33
NASEHALER NASAL SPRAY                             ,31
NASOMIST PLUS NASAL SPRAY 20ML                    ,32
NATRILIX SR 1.5MG TAB 30'S                        ,38
NAVELA 1.5MG TAB 1'S                              ,49.5
NEBICOR 5MG TAB 30'S                              ,47
NEBILET 5MG TAB 28'S                              ,73.5
NEBILET PLUS 5MG/12.5MG TAB 30'S                  ,78.5
NEBILIFE 5MG TAB 28'S (NEBIVELOL)                 ,29
NEO HEALER OINTMENT 30GM                          ,58
NEO HEALER SUPPOSITORIES 10'S                     ,58
"NEOCIPRO 500MG TABLET 10""S                        ",55.5
NEOCLAV 1G TAB 14'S                               ,77
NEOCLAV ORAL SUSP 312.5MG/5ML 100ML               ,23.5
NEODEX EYE/EAR DROPS 10ML                         ,8
"NEOGYL 500MG TAB 20""S                             ",22
NEOIDRA SACHETS 10 PACKETS OF 7.5GM               ,80
NEOMOL 500MG TAB 20'S                             ,4.5
NEOMOL EXTRA TAB 20'S                             ,10
NEOMOL PLUS 250MG/5ML SUSP 100ML                  ,6
NEOSOLVON SYRUP 4MG/5ML 100ML                     ,7
NEPRINOL AFD CAP 30'S-001174                      ,130
NERVICON CAPS 30'S                                ,69
NEUROBION INJECTION 3ML 6'S                       ,42
NEUROBION SC TAB 30'S                             ,25.5
NEURORUBIN FORTE TAB 20'S                         ,18
NEURORUBIN FORTE TAB 20'S                         ,18
NEUROVOX TAB 30S                                  ,39.9
NEUROZAN TABLETS 30'S                             ,109
NEVOTIC 500MG TAB 7'S                             ,39
NEVRAL TAB 30'S                                   ,138
NEWMED EAR SPRAY                                  ,30
NEWMED THROAT SPRAY DRY 30ML                      ,30
"NEWSTAR 160/5MG TAB 28""S                          ",76.5
NEXPRO 20MG TAB 30'S                              ,65.5
NEXPRO 40MG TAB 30'S                              ,91.5
NF GLOW & GROW ADV TABS 60'S                      ,165
NO URIC 100MG TAB 50'S                            ,20.5
NO URIC 300MG TAB 20'S                            ,20.5
NOLIP 145MG TAB 30'S                              ,18
NOLVADEX 10MG TAB 30'S                            ,49.5
NOPAIN 250MG TAB 20'S                             ,12.5
NOPAIN DS 500MG TAB 10'S                          ,12.5
NORASTAT 10MG TAB 30'S                            ,64.5
NORASTAT 20MG TAB 30'S                            ,103.5
NORASTAT 20MG TAB 30'S                            ,103.5
NORASTAT 40MG TAB 30'S                            ,121.5
NOVAURIC-100MG TAB 100'S                          ,20.5
NOVAURIC-300MG TAB 28'S                           ,16.5
NOVUDEX 4MG TAB 50'S (DEXAMETHASONE)              ,482
"NOVUHAIR CAP 30""S                                 ",187.5
NOZAX 50MG TAB 30'S (ITOPRIDE)                    ,13
NUPAL EXCOF HERBAL COUGH SYRUP 120ML              ,25
NUROFEN SUSP 100MG/ML 100ML                       ,14
OBREXA 10/160MG TAB 30'S                          ,91.5
OBREXA 10/160MG TAB 30'S                          ,91.5
OBREXA 5/160MG TAB 30'S                           ,88.5
OBREXA 5/160MG TAB 30'S                           ,88.5
OCIANO PLUS NASAL SPRAY 30ML                      ,39
OCIUM FORTE TAB 30'S                              ,20
OCUGUARD CAP 30'S                                 ,103
OFLACIN 200MG TAB 10'S                            ,28
OLFAST 50MG SACHETS 10'S                          ,16.5
OLFEN 100MG SR TAB 10'S                           ,27
OLFEN 140MG PATCH 5'S                             ,45.5
OLFEN 50MG LACTAB TAB 20'S                        ,25
OLFEN 75MG IM AMPOULES 2ML 5'S                    ,21.5
OLFEN GEL 50GM                                    ,18.5
OLMEPRESS 40MG TAB 28'S                           ,51
OLMETEC 20MG TAB 28'S                             ,96
OLMETEC 40MG TAB 28'S                             ,127.5
OLMETEC PLUS 20/12.5MG TAB 28'S                   ,100.5
OLMETEC PLUS 40/12.5MG TAB 28'S                   ,134
OMACIP 500MG TAB 10'S                             ,33
OMACOR 1000MG CAP 28'S                            ,142.5
OMAPRO 20MG TAB 14'S                              ,52
OMCET 10MG TAB 28'S                               ,46
OMCET-L 5MG TAB 20'S                              ,15.5
OMEDAR 20MG TAB 504'S (BULK)                      ,1700.5
OMEFA OMEGA 3 CAP 30'S                            ,50
OMEFAST PLUS 40MG/1100MG CAP 28'S                 ,67
"OMEGOLD 1000MG CAP 28""S                           ",85.5
"OMEPREX 20MG CAP 14""S                             ",52
OMEPREX 20MG CAP 28S                              ,104
OMEZYN 20MG CAP 15'S                              ,55.5
OMFORMIN 1000MG TAB 30'S                          ,9.5
OMISEC 20MG CAP 14'S                              ,91
OMISEC 40MG CAP 14'S                              ,146.5
OMIVIS EYE WASH 100ML                             ,36
OMIZ 20MG CAP 14'S                                ,52
OMNIC OCAS 0.4MG TAB 30'S                         ,116.5
OMNICEF 125MG SUSP 40ML                           ,67
OMNICEF 125MG SUSP 80ML                           ,127.5
OMNICEF 300MG CAP 10'S                            ,137
OMOL EXTRA TAB 20'S                               ,7.5
OPIZOLE 1% CREAM 15GM                             ,8.5
OPIZOLE-B CREAM 20GM                              ,11
OPTICARE TAB 30'S (02378)                         ,90
OPTICIN E/D 5ML                                   ,12
OPTIFLOX DROPS 5ML                                ,13.5
OPTIFRESH E/D 10ML                                ,13
OPTILONE OPTHALMIC DROPS 5ML                      ,13.5
OPTIMAL 0.025% GEL 30 G                           ,14
OPTIMAL 0.05% CREAM 30G                           ,15
OPTINAL EYE DROPS 10ML                            ,34.5
OPTINAL PF EYE DROPS BOX OF 20 AMPOULES X 1ML     ,60.5
OPTIPRED EYE DROP 5ML                             ,8.5
OPTIVE FUSION EYE DROPS 10ML                      ,52
ORALITE 28.5GM ORANGE FLAVOUR SACHETS 10'S        ,20
ORAMAX 150MG TAB 1'S                              ,34.5
ORAMIN-F CAP 30'S                                 ,85
OSTEOCARE PLUS OMEGA-3 & SOY TAB 84'S             ,84
OSTEOCON TAB 30'S                                 ,33
"OSTEON CALCIUM+MAGNESIUM+VIT D+ ZINC TAB 30""S     ",33.34
OSTEORIX WITH GINGER TAB 30'S                     ,55
OSTEORIX WITH VIT D TAB 30'S                      ,52.5
OSTEOVOX TAB 30'S                                 ,39.9
OTOMED EAR SPRAY 50ML                             ,53.2
OTOSAN NASAL SPRAY BABY                           ,49
OTOSAN NASAL SPRAY FORTE 30ML                     ,49
OTOSAN NATURAL EAR DROPS 10ML                     ,49
OTOZAMBON EAR DROP 25ML                           ,50
OTOZOL EAR DROPS 10ML                             ,15
OTRIVIN 0.05% MD NASAL SPRAY 10ML (CHILD)         ,20
OTRIVIN 0.05% NASAL DROPS 10ML (CHILD)            ,18
OVACURE TAB 60S                                   ,325
PANADREX 120MG/5ML SYRUP 100ML                    ,6.5
PANADREX 125MG SUPPOSITORY 10'S                   ,6.5
PANADREX 250MG SUPP 10'S                          ,7
"PANADREX 500MG TAB 24""S                           ",4.5
PANADREX 500MG TAB 48'S                           ,13
PANADREX 500MG TAB 96'S                           ,20
PANADREX MAX 500/65MG TAB 96'S                    ,50
PANALIFE 120MG/5ML SYRUP 100ML                    ,9.25
PANALIFE 250MG/5ML SYRUP 100ML                    ,9.75
PANALIFE 500MG TAB 24'S                           ,6.75
PANALIFE 500MG TAB 96'S                           ,19.25
PANAZO 40MG TAB 15'S (PANTOPRAZOLE)               ,34.5
PANDERM OINTMENT 30GM                             ,19.5
PANTOLOC 40MG TAB 15'S                            ,45.5
PANTOLOC 40MG TAB 30'S                            ,80.5
PANTONIX 40MG IV VIAL 1'S                         ,29.5
PANTOR 20MG TAB 100'S                             ,153.5
PANTOR 40MG TAB 30'S                              ,80.5
PANTOZOL 20MG TAB 15'S                            ,71
PANTOZOL 20MG TAB 30'S                            ,114.5
PANTOZOL 20MG TAB 30'S                            ,114.5
PANTOZOL 20MG TAB 30'S                            ,114.5
PARIET 20MG TAB 14'S                              ,75
PATANOL EYE DROPS 5ML                             ,59.5
PEDIACOL 40MG/ML ORAL DROPS 50ML                  ,35.5
PEDIAFAST 0.01% SYRUP 100ML                       ,16
PEDIAVIT D 400IU/ML ORAL DROP 50ML                ,72
PEDIAVIT D 400IU/ML ORAL DROP 50ML                ,72
PENCLOXIN 500MG CAP 100S                          ,100.5
PEPTAZOLE 30MG CAP 14S                            ,37
PEPTAZOLE 30MG TAB 28S                            ,74
PERAL 4GM SACHETS 28'S (POTTASSIUM CITRATE)       ,100.01
PHYSIOL SLN SOLN 5ML X10                          ,24.5
PHYSIOLOGICA HYPERTONIC SEA WATER N/SPRAY 100ML   ,45
PHYSIOLOGICA SOLUTION 5ML 20'S                    ,45
PHYT PLUS COUGH SYRUP 180ML                       ,38
PHYTO CHOICE BABY RUB 50GM                        ,28
PILANTS CAPSULE 30'S                              ,34
PILEX RECTAL OINTMENT 30GM                        ,13.5
PIO 15MG TAB 28'S                                 ,48.5
PIO 30MG TAB 28'S                                 ,66.5
PIVOX 1000MG TAB 30'S                             ,10
PIVOX 500MG TAB 30S                               ,5
PIVOX XR 500MG TAB 30'S                           ,11.5
PLAVIX 75MG TABS 28'S                             ,306
PMOL FIZZ 500MG EFF TAB 20'S                      ,21
POLYFRESH 2MG/ML EYE DROPS 10ML                   ,30
POLYFRESH SDU EYE DROPS 30'S                      ,71
POMIRJA NATURAL EXTRACT GEL 100GM                 ,24
POVID VAGINAL PESSARIES 7'S                       ,30
PRALAN 40MG INJECTION 10 VIALS                    ,170
PRALAN 40MG TAB 30'S                              ,80.5
PREDO 15MG/5ML SYRUP 120ML                        ,42.5
"PREGNA WOMEN TAB 30""S                             ",39.9
PREGNACARE BREASTFEEDING TAB 84'S                 ,119
PREGNACARE CONCEPTION TAB 30'S                    ,99
PREGNACARE MAX TAB 84'S                           ,149
PREGNACARE PLUS OMEGA-3 TAB 56'S                  ,115
PREGNACARE TAB 30'S                               ,49
PREGNAFORT CAP 30'S                               ,129
PREMOSAN 10MG TAB 20'S                            ,10
PRENATE PLUS TAB 30S                              ,74
PRENATE TAB 30S                                   ,37
PRENAUSA CAP 20'S                                 ,58
"PREVIT TABLETS 30""S                               ",39
PRILA 5% CREAM 30G                                ,48.5
PRILA 5% CREAM 5X5G                               ,49
PRILIGY 30MG TAB 3'S                              ,76
PROCID GR 20MG 28'S                               ,42.5
PROCID GR 40MG 28'S                               ,75
PROCORALAN 7.5MG TAB 56'S                         ,334.5
PROFERTIL FEMALE CAP & TAB 56'S                   ,490
PROFERTIL MALE CAP 60'S                           ,490
"PROFINAL 400MG TAB 24""S                           ",14
PROFINAL 600MG TAB 20'S                           ,14.5
PROFINAL GEL 30GM                                 ,10
PROFINAL SUSPENSION 110ML                         ,13
PROGYLUTON TABLETS 21'S                           ,8
PROLIFER SOFTGEL 30'S                             ,57
PROLYTE ORS SACHET 21GM LEMON 10'S                ,50
PRONATAL TAB 30'S                                 ,50
PROPOLIS D3 IMMUNE SYRUP 150ML                    ,53
PROSPAN COUGH SYRUP 100ML                         ,35
PROSPAN COUGH SYRUP 200ML                         ,55
PROSTATAB PR 0.4MG                                ,58
PROSTULOSIN 0.4MG TAB 30'S (SNDZ)                 ,27.5
PROVITA CREAM 30GM (DEXPANTHENOL 5%)              ,26.25
PROXEN 250MG TAB 20'S                             ,26
PROXEN 500MG TAB 20'S                             ,43.5
PTU 50MG TAB 50S(PROPYLTHIOURACIL)                ,65.5
PUMPINOX 40MG TAB 28S                             ,77.5
PYNOCARE CAP 20'S                                 ,60
PYRALVEX SOLUTION 10ML                            ,12.5
Q CIP 500MG TAB 10'S                              ,47
QUALACOX 200MG CAP 20'S (CELECOXIB)               ,32.5
RADIAN ICE COOLING GEL 150ML (50057)              ,42
RADIAN ICE GEL ROLL-ON 75ML (50040)               ,36
RANOXYL 500MG CAP 20'S                            ,22.5
RANPIME 400MG CAP 5'S                             ,52
RAPEED 20MG TAB 30'S (RABEPRAZOLE)                ,32.5
RAPID ACT CREAM 50GM                              ,29
RAPIDUS 50MG TAB 20'S                             ,32
RAYFLAM MOUTHWASH 150ML (BENZYDAMINE)             ,18
RAYLAX SACHETS 10'S (LACTITOL MONOHYDRATE)        ,35
RAYODIN MOUTHWASH&GARGLE 200ML (POVIDONE IODINE)  ,29
"RAZON 40MG TAB 14""S                               ",52.5
"RAZON 40MG TAB 14""S                               ",52.5
RAZON 40MG TAB 28'S                               ,64.5
RECONIL FC TAB 200MG 60'S                         ,93
RECTOGESIC OINTMENT 30GM                          ,86
REDEX 20MG TAB 5'S (TADALAFIL)                    ,72
REDEX 5MG TAB 30S (TADALAFIL)                     ,156
REFEEL SPRAY 20ML                                 ,89
REJUVASIL SILICONE SCAR GEL 15ML                  ,200
REJUVASKIN SCAR ESTHETIQUE CREAM 30ML             ,240
RELIPATCH 180MG PLASTER 10'S                      ,83.5
"REME D 50,000 IU CAP 12'S                         ",42.5
REMVIT PLUS FAT BURNING CAPS 60'S                 ,225
RENEBO OINTMENT 30GM                              ,49.5
RENERVE PLUS CAP 30'S                             ,58
RENNIE TAB 96'S                                   ,29
REPACOLL SACHETS 30'S(GELTEC)                     ,215
REPARIL 20MG TAB 40'S                             ,25.5
REPAROID GEL 50ML                                 ,69
RESISTIN PLUS ORAL DROP 50ML (HERBAMED)           ,74.5
RESTASIS 0.4ML EYE DROPS 30'S                     ,354
REVITAL CAPSULES 30'S                             ,47
"RHEUMAX CAPS 60""S                                 ",31
RHINASE NASAL SPRAY                               ,20.5
RHUMALGAN EMULGEL 50GM                            ,17
RHUMALGAN K 50MG POWDER SACH 30S                  ,42.5
RIAHEAL 0.25% OINTMENT 15GM (B-SITOSTEROL)        ,34.5
RIAHEAL 0.25% OINTMENT 30GM (B-SITOSTEROL)        ,65
RIAHEAL 0.25% OINTMENT 75GM                       ,107
RINGO NASAL SPRAY 30ML                            ,75
RINOCLENIL 100MCG NASAL SPRAY                     ,41.5
RINOFAST NASAL SPRAY 20ML                         ,49
RINOFED PLUS SYRUP 120ML                          ,7.5
RISEK 20MG CAP 14'S                               ,79.5
"RISEK 40MG CAP 14""S                               ",155.5
RIVAPANT 40MG TAB 15'S                            ,45.5
RIVAPANT 40MG TAB 30'S                            ,80.5
ROFENAC 100MG TAB SR 10'S                         ,27
ROFENAC 50MG TAB 20'S                             ,23
ROFENAC D 50MG TAB 20'S                           ,36
ROFENAC GEL 1% 30GM                               ,9
ROHTO AQUA EYE DROPS 13ML                         ,29.5
ROHTO COOL EYE DROPS 13ML                         ,29.5
ROHTO DRY AID EYE DROPS 10ML                      ,54
ROSALUS 10MG TAB 28'S                             ,84
ROSALUS 5MG TAB 28'S                              ,69.5
ROSATIN 10MG TAB 30'S                             ,51.5
ROSATIN 20MG TAB 30'S                             ,77.5
ROSULIFE 10MG TAB 30'S                            ,51.5
ROSULIFE 20MG TAB 30'S                            ,84.5
ROSUVAMAX 10MG TAB 30'S                           ,56.5
ROSVACOR 10MG TAB 28'S                            ,48
ROSVACOR 5MG TAB 28'S                             ,31
ROXARDIO 20MG FC TAB 28'S                         ,76.5
ROXONIN 60MG TAB 20'S                             ,30.5
ROXONIN TAPE 50MG 7'S                             ,28.5
ROZAVI 10MG TAB 28'S                              ,48
ROZAVI 20MG TAB 28'S                              ,78
ROZOVAS 10MG TAB 30'S                             ,51.5
ROZOVAS 20MG TAB 30'S                             ,86.5
ROZOVAS 5MG TAB 30'S                              ,42.5
RUB A535 ICE GEL INJURY 150GM                     ,39
RUMABREX 200MG CAP 28S (CELECOXIB)                ,80.5
RUMAFEN 50MG TAB 20'S                             ,23.5
RUMALAYA FORTE TAB 60'S                           ,23.5
"RUXID 150MG TABLETS 10""S                          ",26
RUXID 300MG TABLETS 7'S                           ,31
RYBELSUS 7MG TAB 30'S                             ,641
"RYBOX 60MG TAB 28""S                               ",54.5
"RYBOX 90MG TAB 28""S                               ",57.5
SALIBET OINTMENT 30GM                             ,20
SAMIXON 1GM INJ IM 1'S                            ,52.5
SAPOFEN 600MG TAB 30'S                            ,16.5
SAPOFEN COLD&FLU TAB 20'S                         ,9
SAPOFEN SUSPN JR 100G/5ML 145ML                   ,9.5
SARTAN 100MG TAB 30'S                             ,62
SAVIMALE 20MG TAB 4'S (TADALAFIL)                 ,57.5
SCABI 5% PERMETHRIN LOTION 60ML                   ,80
SCABIGEL 50MG/GM GEL 30GM                         ,75
SEBIZOLE 2% SHAMPOO 100ML                         ,23
SEBIZOLE 2% SHAMPOO 100ML                         ,23
SEBOGEL GEL 30GM                                  ,50
SEFARIN 125MG/5ML SUSPENSION 100ML                ,71
SEFARIN 300MG CAP 10'S                            ,68.5
SEKI COUGH SYRUP 200ML                            ,22
SELTAFLU 75MG CAP 10'S                            ,101
SEMIFERT TABLETS 30'                              ,350
SENALAX GRANULES 100GM                            ,20
SENALAX GRANULES 250GM                            ,44
SEPTILIN SYRUP 200ML                              ,14
SEPTILIN TAB 60'S                                 ,17
SEPTOLETE TOTAL LOZENGES 16'S                     ,34
SERODASE 10MG TAB 30'S                            ,48
SEROFLO 125 HFA INHALER                           ,76
SEROFLO 250 HFA INHALER                           ,104.5
SERRETIA 10MG CAP 30'S                            ,67
SEVEN OCEANS CAP 100'S                            ,28
SEVIKAR 20/10MG TAB 28'S                          ,131.5
SEVIKAR 40/10MG TAB 28'S                          ,158.5
SHELKAL CAP 30'S                                  ,48
SIDERAL FORTE CAP 20'S (02002)                    ,160
SILER 100MG ORODISPERSIBLE SACHET 4'S             ,144.5
SILER 50MG ORODISPERSIBLE FILMS 4'S               ,95
SILER 75MG ORODISPERSIBLE FILMS 4'S               ,117
SIMECOL CAPSULES 20'S                             ,48
SIMEDILL SYRUP 120ML                              ,30
SINECOD 0.15% SYRUP 200ML                         ,29.5
SINECOD 0.5% DROPS 20ML                           ,16
SINOMARIN ADULT NASAL SPRAY 125ML                 ,44
SINOMARIN BABIES VIAL 5ML 18'S                    ,36.5
SINOMARIN CHILDREN NOSE CARE 100ML                ,41
SINOMARIN COLD&FLU RELIEF 30ML                    ,39
SINOMARIN ISOTONIC 0.9% ADULT SPRAY 125ML         ,44
SINOMARIN ISOTONIC 0.9% CHILDREN SPRAY 100ML      ,41
SINOMARIN ISOTONIC 0.9% MINI SPRAY 30ML           ,30
SINOMARIN MINI SPRAY 30ML                         ,30
SINUSALT NASAL IRRIGATION DEVICE(1 BOTTLE+26 SACH),119
SITCOM CREAM 30GM                                 ,21
SITCOM TAB 14'S                                   ,40
"SMOOTHWALK  TAB 30""S                              ",120
SNAFI 20MG TAB 12'S                               ,468.5
SNAFI 5MG TAB 30'S                                ,156
SNIZDIL NASAL SPRAY 10ML (AZELASTINE HCL)         ,21
SNUFFLE BABY NASAL SPRAY 15ML                     ,38
SOCLAV 1000MG/125MG SACHETS 16'S                  ,51.5
SOCLAV 500MG/62.5MG SACHETS 16'S                  ,32.5
SOCLAV 500MG/62.5MG SACHETS 16'S                  ,32.5
SODIUM CHLORIDE 0.9%+DEXTR 500ML (KUW SAUDI)      ,4.5
SOFTCAL TAB 30'S (31242)                          ,25
SOFTPUSH PLUS CAP 30S                             ,30
"SOLARAY KOREAN GINSENG 550 MG V-CAP 50""S          ",142
SOLARAY UBIQUINOL COQ-10 100 MG SOFTGEL           ,230
"SOLARAY ZINC 50 MG V-CAP 100""S                    ",60
SOLIB 250MG CAP 10'S                              ,42.8
SOLOMAX ORAL SYRUP 120ML                          ,7.5
SOLVITA D DROPS 8ML (400IU/DROP)                  ,154.5
SONGHA NIGHT TAB 30'S                             ,56.5
SONNPRO SPF 60 SUNSCREEN 30GM                     ,35
SOPHY 550MG TAB 30'S (BERBERINE PHYTOSOME)        ,120
SORAFEX ORAL GEL 15GM                             ,19.5
